timestamp,joint_7,bracelet_link.x,bracelet_link.y,bracelet_link.z,bracelet_link.x_hat,bracelet_link.y_hat,bracelet_link.z_hat
84.537,0.39169,0.0146,-0.00321,0.05968,-0.23737,0.05214,-0.97002
84.588,0.39039,0.0146,-0.00321,0.05968,-0.23737,0.05214,-0.97002
84.639,0.38687,0.0146,-0.00321,0.05968,-0.23737,0.05214,-0.97002
84.69,0.38125,0.0146,-0.00321,0.05968,-0.23737,0.05214,-0.97002
84.741,0.37497,0.0146,-0.00321,0.05968,-0.23737,0.05214,-0.97002
84.792,0.36873,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
84.843,0.3625,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
84.894,0.35627,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
84.945,0.35004,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
84.996,0.34381,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
85.047,0.33757,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
85.098,0.33134,0.0146,-0.00321,0.05968,-0.23737,0.05213,-0.97002
85.149,0.32511,0.0146,-0.00321,0.05968,-0.23736,0.05213,-0.97002
85.2,0.31888,0.0146,-0.00321,0.05968,-0.23736,0.05213,-0.97002
85.251,0.31265,0.0146,-0.00321,0.05968,-0.23736,0.05213,-0.97002
85.302,0.30642,0.0146,-0.00321,0.05968,-0.23736,0.05213,-0.97002
85.353,0.30019,0.0146,-0.00321,0.05968,-0.23736,0.05213,-0.97002
85.404,0.29396,0.0146,-0.00321,0.05968,-0.23736,0.05213,-0.97002
85.455,0.28773,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.506,0.2815,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.557,0.27526,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.608,0.26903,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.659,0.2628,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.71,0.25657,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.761,0.25034,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.812,0.24411,0.0146,-0.00321,0.05968,-0.23736,0.05212,-0.97002
85.863,0.23788,0.0146,-0.00321,0.05968,-0.23735,0.05212,-0.97002
85.914,0.23165,0.0146,-0.00321,0.05968,-0.23735,0.05212,-0.97002
85.965,0.22541,0.0146,-0.00321,0.05968,-0.23735,0.05212,-0.97002
86.016,0.21918,0.0146,-0.00321,0.05968,-0.23735,0.05212,-0.97002
86.067,0.21295,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97002
86.118,0.20672,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.169,0.20049,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.22,0.19426,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.271,0.18803,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.322,0.1818,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.373,0.17556,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.424,0.16933,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.475,0.1631,0.0146,-0.00321,0.05968,-0.23735,0.05211,-0.97003
86.526,0.15687,0.0146,-0.00321,0.05968,-0.23734,0.05211,-0.97003
86.577,0.15064,0.0146,-0.00321,0.05968,-0.23734,0.05211,-0.97003
86.628,0.14441,0.0146,-0.00321,0.05968,-0.23734,0.05211,-0.97003
86.679,0.13818,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
86.73,0.13195,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
86.781,0.12571,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
86.832,0.11949,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
86.883,0.11325,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
86.934,0.10702,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
86.985,0.10079,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
87.036,0.09456,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
87.087,0.08833,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
87.138,0.0821,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
87.189,0.07587,0.0146,-0.00321,0.05968,-0.23734,0.0521,-0.97003
87.24,0.06964,0.0146,-0.00321,0.05968,-0.23733,0.0521,-0.97003
87.291,0.0634,0.0146,-0.00321,0.05968,-0.23733,0.0521,-0.97003
87.342,0.05717,0.0146,-0.00321,0.05968,-0.23733,0.05209,-0.97003
87.393,0.05094,0.0146,-0.00321,0.05968,-0.23733,0.05209,-0.97003
87.444,0.04471,0.0146,-0.00321,0.05968,-0.23733,0.05209,-0.97003
87.495,0.03848,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.546,0.03225,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.597,0.02602,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.648,0.01978,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.699,0.01355,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.75,0.00732,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.801,0.00109,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.852,-0.00514,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.903,-0.01137,0.0146,-0.0032,0.05968,-0.23733,0.05209,-0.97003
87.954,-0.01759,0.0146,-0.0032,0.05968,-0.23732,0.05208,-0.97003
88.005,-0.02377,0.0146,-0.0032,0.05968,-0.23732,0.05208,-0.97003
88.056,-0.02975,0.0146,-0.0032,0.05968,-0.23732,0.05208,-0.97003
88.107,-0.0337,0.0146,-0.0032,0.05968,-0.23732,0.05208,-0.97003
88.158,-0.0354,0.0146,-0.0032,0.05968,-0.23732,0.05208,-0.97003
